Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Type
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.7047563695867477,-0.15164042200510305,-0.1667315916804103,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,2.067249446422473,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2616253292171385,1.9357587630780344,-0.2906586399369261,-1.404321546370786,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.422716159010401,-0.15164042200510305,-0.16897324928819898,-0.15164042200510905,-0.39405183974751334,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2752676152493547,-0.6890438712344562,-0.2906586399369261,0.6799709728207833,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.43109209861710807,-0.15164042200510305,-0.16897324928819898,-0.15164042200510905,-0.39405183974751334,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,2.1707224599757162,-0.2797187772945466,-0.2020953538038312,-0.6890438712344562,-0.2906586399369261,0.6820064147340563,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.8014872881996034,-0.15164042200510305,-0.1667315916804103,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,2.067249446422473,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.07559415605055321,1.9357587630780344,-0.2906586399369261,-1.4246759655035162,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.7209415154949037,-0.15164042200510305,-0.1667315916804103,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2777480308915759,-0.6890438712344562,-0.2906586399369261,-1.404321546370786,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.6172517443657053,-0.15164042200510305,-0.1667315916804103,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2777480308915759,-0.6890438712344562,-0.2906586399369261,-1.404321546370786,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.5387037052036379,-0.15164042200510305,-0.16897324928819898,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2765078230704653,-0.6890438712344562,3.440461980476491,0.6799709728207833,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.14679306642351467,-0.15164042200510305,-0.16897324928819898,-0.15164042200510905,1.2116456006170255,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2777480308915759,-0.6890438712344562,-0.2906586399369261,0.6799709728207833,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.1908654093595461,-0.15164042200510305,-0.21081752463358802,-0.15164042200510905,1.2116456006170255,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,2.1707224599757162,-0.2797187772945466,-0.2690665761438019,-0.6890438712344562,-0.2906586399369261,0.6820064147340563,0
-0.11408217655035065,-0.8655676267186748,-0.15164042200510838,-0.5366613404954911,-0.5842016815226344,-0.15164042200510305,-0.16897324928819898,-0.15164042200510905,-0.5242435241013949,-0.34164389451844784,-0.10874316303172436,1.2109690365353065,-0.481256472386627,-0.420453111471688,-0.5459389316561509,-0.2797187772945466,-0.2529438744693645,-0.6890438712344562,-0.2906586399369261,0.6799709728207833,0
